Visibility Range(in kms),Visibility Condition,Efficiency,Pointing Angle,Pointing Loss(in dB),Effective Power(in dB),SNR (in dB)
10.48,Almost Clear Weather,0.85,2.165162988677033,1.1946562723872317e-11,-24.806965254984192,-29.18466500585181
10.5,Almost Clear Weather,0.85,8.300340330251508,1.7557132136507392e-10,-24.805394475040764,-29.182817029284152
10.52,Almost Clear Weather,0.85,4.323788624081667,4.7642077085700784e-11,-24.803829667397366,-29.18097607924338
10.54,Almost Clear Weather,0.85,6.555788019370359,1.0952457658031371e-10,-24.802270798463827,-29.179142115730272
10.56,Almost Clear Weather,0.85,5.705022271307069,8.294237494814413e-11,-24.800717834261853,-29.177315099048652
10.58,Almost Clear Weather,0.85,6.157111562809204,9.660860786224926e-11,-24.799170741414244,-29.175494989802502
10.6,Almost Clear Weather,0.85,9.247139033297923,2.1790969517588069e-10,-24.797629486744384,-29.17368174889313
10.62,Almost Clear Weather,0.85,7.028418583532516,1.25885878533021e-10,-24.79609403699592,-29.171875337516372
10.64,Almost Clear Weather,0.85,2.6952247897946795,1.8511932725325508e-11,-24.79456435960159,-29.17007571715983
10.66,Almost Clear Weather,0.85,5.9143818616828785,8.91416155937992e-11,-24.793040422235872,-29.16828284960012
10.68,Almost Clear Weather,0.85,9.249801873331544,2.180352133939249e-10,-24.791522192550488,-29.16649669690019
10.7,Almost Clear Weather,0.85,3.975157855687647,4.0268971465017845e-11,-24.790009638229847,-29.16471722140661
10.72,Almost Clear Weather,0.85,2.1715112907989944,1.2016720557414724e-11,-24.78850272789513,-29.16294438574696
10.74,Almost Clear Weather,0.85,7.357720583096487,1.3795846718916528e-10,-24.78700143002039,-29.161178152827205
10.76,Almost Clear Weather,0.85,5.601857328080692,7.996977346939969e-11,-24.785505713022687,-29.159418485829075
10.78,Almost Clear Weather,0.85,3.7849486766402887,3.650747261942553e-11,-24.784015546007463,-29.157665348207566
10.8,Almost Clear Weather,0.85,7.637249781844669,1.4864002437160213e-10,-24.782530898261445,-29.155918703688357
10.82,Almost Clear Weather,0.85,3.8131381497091996,3.7053297072609824e-11,-24.781051738857034,-29.15417851626534
10.84,Almost Clear Weather,0.85,3.4237657277388394,2.987238231885765e-11,-24.7795780376938,-29.15244475019813
10.86,Almost Clear Weather,0.85,8.248151668876016,1.733704413840571e-10,-24.778109764655532,-29.150717370009612
10.879999999999999,Almost Clear Weather,0.85,5.281899981517298,7.109550191701442e-11,-24.776646889471454,-29.148996340483556
10.9,Almost Clear Weather,0.85,2.120748127870077,1.1461460524193175e-11,-24.775189382672597,-29.147281626662185
10.92,Almost Clear Weather,0.85,9.693892924230937,2.394739154191967e-10,-24.7737372149708,-29.145573193843823
10.94,Almost Clear Weather,0.85,8.555771399568169,1.8654350079636941e-10,-24.77229035660203,-29.143871007580554
10.959999999999999,Almost Clear Weather,0.85,3.8543163603211577,3.785789786686318e-11,-24.7708487786567,-29.142175033675905
10.98,Almost Clear Weather,0.85,7.351270191737682,1.3771668142945737e-10,-24.769412452572247,-29.140485238182574
11.0,Almost Clear Weather,0.85,8.911845458737996,2.0239373819047941e-10,-24.76798134946214,-29.138801587400124
11.02,Almost Clear Weather,0.85,2.7265266820581897,1.8944418648878273e-11,-24.766555440707965,-29.13712404787278
11.04,Almost Clear Weather,0.85,3.5680771407966554,3.244369041434467e-11,-24.765134698456702,-29.135452586387206
11.06,Almost Clear Weather,0.85,1.3857819129629294,4.893860163422954e-12,-24.763719094478912,-29.1337871699703
11.08,Almost Clear Weather,0.85,2.7819169451417896,1.9721961111088432e-11,-24.76230860102073,-29.132127765887024
11.1,Almost Clear Weather,0.85,2.017574256657427,1.037339305857445e-11,-24.76090319040135,-29.130474341638276
11.12,Almost Clear Weather,0.85,6.629229519524467,1.1199222924046278e-10,-24.75950283531016,-29.128826864958782
11.14,Almost Clear Weather,0.85,4.070046879714709,4.221439810505749e-11,-24.758107508278574,-29.127185303814933
11.16,Almost Clear Weather,0.85,2.2798870111580656,1.324611212889785e-11,-24.756717182453624,-29.125549626402783
11.18,Almost Clear Weather,0.85,6.75594209977061,1.1631443518983947e-10,-24.755331831072926,-29.123919801145952
11.2,Almost Clear Weather,0.85,1.4777905943020582,5.565287113188125e-12,-24.7539514271943,-29.122295796693614
11.22,Almost Clear Weather,0.85,4.804619188145864,5.882740905884455e-11,-24.752575944680693,-29.12067758191846
11.24,Almost Clear Weather,0.85,8.840229428683049,1.991539162481781e-10,-24.751205357196824,-29.119065125914755
11.26,Almost Clear Weather,0.85,7.072246513999653,1.2746077620195012e-10,-24.749839638405216,-29.117458397996323
11.28,Almost Clear Weather,0.85,9.127845818113421,2.1232364912208966e-10,-24.7484787627209,-29.11585736769462
11.3,Almost Clear Weather,0.85,7.434873627678776,1.4086690104156817e-10,-24.74712270416303,-29.114262004756814
11.32,Almost Clear Weather,0.85,4.3446969197945515,4.810395121970463e-11,-24.745771437313184,-29.11267227914388
11.34,Almost Clear Weather,0.85,4.231227380878137,4.56241206617924e-11,-24.744424936913173,-29.111088161028697
11.36,Almost Clear Weather,0.85,8.72426056689108,1.9396306340506873e-10,-24.743083177839942,-29.109509620794203
11.379999999999999,Almost Clear Weather,0.85,6.69298961029768,1.1415687720755e-10,-24.741746134773834,-29.10793662903153
11.4,Almost Clear Weather,0.85,4.299942237989194,4.711801885801827e-11,-24.740413783097527,-29.106369156538207
11.42,Almost Clear Weather,0.85,1.2335840809763394,3.8779239775868846e-12,-24.739086098172162,-29.104807174316313
11.44,Almost Clear Weather,0.85,4.097384986951918,4.2783402657858026e-11,-24.73776305557147,-29.10325065357071
11.459999999999999,Almost Clear Weather,0.85,2.0516849357457843,1.0727119477328929e-11,-24.73644463086032,-29.1016995657073
11.48,Almost Clear Weather,0.85,7.083912503458898,1.2788162761577772e-10,-24.735130800090236,-29.10015388233122
11.5,Almost Clear Weather,0.85,3.598455365391105,3.299848631326729e-11,-24.733821538986415,-29.09861357524514
11.52,Almost Clear Weather,0.85,6.8868271843337165,1.208648864920755e-10,-24.732516824083152,-29.09707861644755
11.54,Almost Clear Weather,0.85,3.7755873034394423,3.632710693170749e-11,-24.731216631442287,-29.09554897813107
11.56,Almost Clear Weather,0.85,2.2770298601793515,1.3212932916345803e-11,-24.72992093778985,-29.09402463268073
11.58,Almost Clear Weather,0.85,8.949651313878029,2.0411457106330244e-10,-24.728629719945,-29.092505552672357
11.6,Almost Clear Weather,0.85,7.695569484316247,1.5091878703206127e-10,-24.727342954368563,-29.09099171087092
11.62,Almost Clear Weather,0.85,6.901402321094495,1.2137701968003182e-10,-24.7260606182977,-29.08948308022886
11.64,Almost Clear Weather,0.85,2.719126771036203,1.8841726255301497e-11,-24.724782688817875,-29.087979633884544
11.66,Almost Clear Weather,0.85,9.674438261082592,2.3851368005478675e-10,-24.723509143589258,-29.086481345160614
11.68,Almost Clear Weather,0.85,1.114655129619399,3.1662326012109123e-12,-24.72223995943078,-29.08498818756246
11.7,Almost Clear Weather,0.85,6.2285594417463965,9.886373306556059e-11,-24.720975114644144,-29.0835001347766
11.72,Almost Clear Weather,0.85,5.022834501053075,6.429238189378181e-11,-24.71971458662346,-29.082017160669192
11.74,Almost Clear Weather,0.85,3.876226423753641,3.828953162277205e-11,-24.71845835342434,-29.080539239284462
11.76,Almost Clear Weather,0.85,7.613229965306262,1.4770652297896458e-10,-24.717206393242293,-29.079066344843227
11.78,Almost Clear Weather,0.85,1.6797164715872355,7.190080294560866e-12,-24.71595868398625,-29.07759845174134
11.8,Almost Clear Weather,0.85,5.9795349569721035,9.111640927176547e-11,-24.71471520444349,-29.076135534548282
11.82,Almost Clear Weather,0.85,1.1220922545554408,3.2086245902014793e-12,-24.713475932807505,-29.074677568005622
11.84,Almost Clear Weather,0.85,5.792967606301843,8.551926867250317e-11,-24.712240848044456,-29.073224527025605
11.86,Almost Clear Weather,0.85,8.982073862014559,2.0559617115509384e-10,-24.711009928861,-29.0717763866897
11.879999999999999,Almost Clear Weather,0.85,2.2062842733080963,1.2404655765839075e-11,-24.709783153920654,-29.070333122247188
11.9,Almost Clear Weather,0.85,2.7863098686429377,1.9784296164531908e-11,-24.70856050276348,-29.06889470911372
11.92,Almost Clear Weather,0.85,7.7690363970225835,1.5381407939415566e-10,-24.70734195457021,-29.067461122869965
11.94,Almost Clear Weather,0.85,7.392220974400432,1.3925527643661752e-10,-24.706127488489535,-29.066032339260197
11.959999999999999,Almost Clear Weather,0.85,3.421097735978164,2.9825843961302856e-11,-24.704917084087633,-29.064608334190922
11.98,Almost Clear Weather,0.85,2.762510489995643,1.9447762850778656e-11,-24.703710721186653,-29.063189083729558
12.0,Almost Clear Weather,0.85,7.718748410062955,1.518292858659544e-10,-24.702508379616663,-29.061774564103068
12.02,Almost Clear Weather,0.85,1.2659259386250852,4.083930808682629e-12,-24.70131003894561,-29.060364751696635
12.04,Almost Clear Weather,0.85,5.678766070446707,8.218068104956162e-11,-24.700115679664346,-29.058959623052345
12.06,Almost Clear Weather,0.85,9.143741574344858,2.1306379828427687e-10,-24.69892528181882,-29.057559154867903
12.08,Almost Clear Weather,0.85,4.2718371256917065,4.6504089944839716e-11,-24.697738825435565,-29.056163323995335
12.1,Almost Clear Weather,0.85,5.171974316026166,6.816704960980524e-11,-24.69655629138169,-29.054772107439703
12.12,Almost Clear Weather,0.85,8.20502714111599,1.7156228517008224e-10,-24.695377660149994,-29.053385482357843
12.14,Almost Clear Weather,0.85,8.567539922324102,1.8705703749228216e-10,-24.694202912307574,-29.052003426057148
12.16,Almost Clear Weather,0.85,3.197231143189426,2.6050127162556938e-11,-24.69303202861728,-29.050625915994285
12.18,Almost Clear Weather,0.85,9.338512345165043,2.2223741295198436e-10,-24.691864990496793,-29.049252929773992
12.2,Almost Clear Weather,0.85,7.148822919880238,1.3023594250836929e-10,-24.690701778486382,-29.04788444514786
12.22,Almost Clear Weather,0.85,4.265594099742674,4.6368263561577897e-11,-24.68954237405059,-29.046520440013147
12.24,Almost Clear Weather,0.85,8.932148191819204,2.0331696486385964e-10,-24.688386758722633,-29.045160892411545
12.26,Almost Clear Weather,0.85,9.652930242161087,2.3745434116679847e-10,-24.687234913650684,-29.04380578052806
12.28,Almost Clear Weather,0.85,5.386758746953833,7.394636487812515e-11,-24.686086820349185,-29.042455082689802
12.3,Almost Clear Weather,0.85,2.349849209888286,1.4071544460606775e-11,-24.68494246077207,-29.041108777364833
12.32,Almost Clear Weather,0.85,2.264426372409747,1.3067069071922783e-11,-24.683801816698,-29.039766843161054
12.34,Almost Clear Weather,0.85,3.8682560655054146,3.813223042745294e-11,-24.68266487003369,-29.038429258825033
12.36,Almost Clear Weather,0.85,2.890035493863499,2.128472931459366e-11,-24.68153160277286,-29.037096003240904
12.38,Almost Clear Weather,0.85,3.030254399759511,2.3400221012793324e-11,-24.680401997134766,-29.035767055429265
12.4,Almost Clear Weather,0.85,9.821883800763917,2.4583932908927855e-10,-24.679276035573103,-29.034442394546048
12.42,Almost Clear Weather,0.85,5.129613071750114,6.705497317641821e-11,-24.678153699956237,-29.03312199988146
12.44,Almost Clear Weather,0.85,6.420488735260229,1.0505045917204484e-10,-24.677034973319337,-29.031805850858877
12.459999999999999,Almost Clear Weather,0.85,7.926811087385136,1.6012487166452954e-10,-24.675919838114833,-29.0304939270338
12.48,Almost Clear Weather,0.85,1.7241012487558363,7.57508152467396e-12,-24.674808276885297,-29.029186208092774
12.5,Almost Clear Weather,0.85,7.998869906323935,1.6304934004534736e-10,-24.6737002729131,-29.027882673852364
12.52,Almost Clear Weather,0.85,1.6232579727987027,6.714858534913599e-12,-24.67259580862508,-29.026583304258086
12.54,Almost Clear Weather,0.85,4.665200744679698,5.54628842952537e-11,-24.671494867523037,-29.025288079383408
12.56,Almost Clear Weather,0.85,6.021129491048806,9.238845678942681e-11,-24.67039743259294,-29.023996979428716
12.58,Almost Clear Weather,0.85,1.4959496417434692,5.702899608738551e-12,-24.669303487017103,-29.0227099847203
12.6,Almost Clear Weather,0.85,7.474192472033304,1.4236077158317055e-10,-24.668213014473974,-29.021427075709376
12.62,Almost Clear Weather,0.85,1.3786885411767207,4.843888195303347e-12,-24.66712599802952,-29.020148232971064
12.64,Almost Clear Weather,0.85,4.284454198083136,4.677919966566852e-11,-24.666042421662684,-29.01887343720344
12.66,Almost Clear Weather,0.85,9.269040312027247,2.189431288988583e-10,-24.664962269028678,-29.01760266922656
12.68,Almost Clear Weather,0.85,6.469505006988673,1.0666056625229204e-10,-24.663885523574905,-29.016335909981464
12.7,Almost Clear Weather,0.85,3.721838462030271,3.5300171685398765e-11,-24.662812169479878,-29.015073140529264
12.72,Almost Clear Weather,0.85,5.767549079353485,8.477042803903562e-11,-24.66174219081471,-29.013814342050182
12.74,Almost Clear Weather,0.85,5.596939418568528,7.98294230630327e-11,-24.66067557153409,-29.012559495842627
12.76,Almost Clear Weather,0.85,2.5518990301042024,1.659543925718559e-11,-24.659612295838006,-29.011308583322236
12.78,Almost Clear Weather,0.85,1.878448689822401,8.992085999606267e-12,-24.6585523481255,-29.01006158602101
12.8,Almost Clear Weather,0.85,9.38710632686805,2.2455630450914526e-10,-24.657495712939266,-29.008818485586346
12.82,Almost Clear Weather,0.85,3.597539224711391,3.2981686100797305e-11,-24.656442374241188,-29.00757926378018
12.84,Almost Clear Weather,0.85,2.9720695954111105,2.2510219405722338e-11,-24.655392317125507,-29.006343902478086
12.86,Almost Clear Weather,0.85,2.421754332445368,1.4945895763472347e-11,-24.65434552613082,-29.005112383668376
12.88,Almost Clear Weather,0.85,4.207904608768493,4.512254122150427e-11,-24.653301986071913,-29.003884689451244
12.9,Almost Clear Weather,0.85,3.67615401434959,3.4438892320207114e-11,-24.652261681761477,-29.002660802037887
12.92,Almost Clear Weather,0.85,9.508581230442656,2.3040570073501592e-10,-24.651224598383042,-29.001440703749644
12.94,Almost Clear Weather,0.85,9.752454484895651,2.42376016003639e-10,-24.65019072067061,-29.00022437701717
12.959999999999999,Almost Clear Weather,0.85,9.933953782765586,2.5148150376892113e-10,-24.64916003393637,-28.999011804379542
12.98,Almost Clear Weather,0.85,7.71241305536,1.5158015282504374e-10,-24.6481325233398,-28.99780296848348
13.0,Almost Clear Weather,0.85,3.8377264803481284,3.753270072746985e-11,-24.647108174302016,-28.996597852082484
13.02,Almost Clear Weather,0.85,1.9453861286850658,9.644359887906563e-12,-24.646086972338818,-28.995396438036025
13.04,Almost Clear Weather,0.85,4.34404336797396,4.80894802170491e-11,-24.645068902953287,-28.99419870930872
13.06,Almost Clear Weather,0.85,8.26687668246764,1.741585085683548e-10,-24.644053951772158,-28.99300464896956
13.08,Almost Clear Weather,0.85,1.677424932612454,7.170475664082641e-12,-24.643042104168497,-28.991814240191065
13.1,Almost Clear Weather,0.85,1.7617547651309282,7.90956661418556e-12,-24.642033346317977,-28.990627466248537
13.12,Almost Clear Weather,0.85,2.1192959662679245,1.144576965144173e-11,-24.641027663951093,-28.98944431051925
13.14,Almost Clear Weather,0.85,3.966275195031682,4.0089207048925066e-11,-24.6400250430435,-28.988264756481676
13.16,Almost Clear Weather,0.85,6.065440882252306,9.375329209649207e-11,-24.639025469637218,-28.98708878771474
13.18,Almost Clear Weather,0.85,7.837567868513693,1.565396676766759e-10,-24.63802892984552,-28.985916387897017
13.2,Almost Clear Weather,0.85,3.284571091906121,2.749280874374576e-11,-24.63703540970848,-28.984747540806012
13.22,Almost Clear Weather,0.85,5.787476952428175,8.535723283540696e-11,-24.63604489584235,-28.983582230317406
13.24,Almost Clear Weather,0.85,1.4841476183995743,5.613270580902873e-12,-24.635057374348417,-28.98242044040429
13.26,Almost Clear Weather,0.85,8.332852819116724,1.769494432374309e-10,-24.6340728320164,-28.981262155136463
13.28,Almost Clear Weather,0.85,8.795701820308826,1.9715272062294975e-10,-24.63309125504531,-28.980107358679685
13.3,Almost Clear Weather,0.85,8.51257216910371,1.8466449047768872e-10,-24.632112630157675,-28.978956035294956
13.32,Almost Clear Weather,0.85,4.7054928543370895,5.6425058087156004e-11,-24.6311369439851,-28.977808169337813
13.34,Almost Clear Weather,0.85,3.7403798904955368,3.56527640643634e-11,-24.63016418349926,-28.976663745257596
13.36,Almost Clear Weather,0.85,4.946774372754115,6.235998223348179e-11,-24.629194335510277,-28.975522747596788
13.38,Almost Clear Weather,0.85,2.100426671665514,1.1242860633380707e-11,-24.628227386851282,-28.974385160990266
13.4,Almost Clear Weather,0.85,1.4698291124877736,5.505483539467637e-12,-24.627263324644645,-28.973250970164663
13.42,Almost Clear Weather,0.85,2.6400717887259253,1.776205665771583e-11,-24.626302135962096,-28.972120159937642
13.44,Almost Clear Weather,0.85,6.827187915096621,1.1878059375575954e-10,-24.62534380803563,-28.970992715217253
13.459999999999999,Almost Clear Weather,0.85,2.9715796871604643,2.250279896488271e-11,-24.624388327870175,-28.969868621001233
13.48,Almost Clear Weather,0.85,4.993482348625234,6.354316116128635e-11,-24.623435683073915,-28.968747862376357
13.5,Almost Clear Weather,0.85,9.107846586846934,2.1139426052676256e-10,-24.622485861019797,-28.96763042451778
13.52,Almost Clear Weather,0.85,2.0242594022998084,1.0442250532733786e-11,-24.62153884879399,-28.966516292688368
13.54,Almost Clear Weather,0.85,8.20408158495146,1.7152274540348616e-10,-24.62059463454815,-28.96540545223807
13.56,Almost Clear Weather,0.85,6.560296731295884,1.0967527839449077e-10,-24.619653205405992,-28.964297888603255
13.58,Almost Clear Weather,0.85,8.921424835095156,2.028290796277329e-10,-24.618714549382588,-28.9631935873061
13.6,Almost Clear Weather,0.85,2.296074716071228,1.3434880592363151e-11,-24.617778653872268,-28.96209253395394
13.62,Almost Clear Weather,0.85,6.779847538099098,1.171390328268642e-10,-24.61684550720241,-28.960994714238637
13.64,Almost Clear Weather,0.85,1.5150125213003232,5.849169716146265e-12,-24.615915096850568,-28.959900113935998
13.66,Almost Clear Weather,0.85,5.275925318946916,7.093475241633109e-11,-24.61498741112963,-28.9588087189051
13.68,Almost Clear Weather,0.85,3.6932512971239007,3.4759978280381514e-11,-24.61406243785413,-28.957720515087747
13.7,Almost Clear Weather,0.85,2.056115798009372,1.0773502537298438e-11,-24.613140165240797,-28.956635488507814
13.72,Almost Clear Weather,0.85,5.6478884486117105,8.128941517881864e-11,-24.61222058154918,-28.95555362527069
13.74,Almost Clear Weather,0.85,5.48273923165711,7.660497224154769e-11,-24.61130367489335,-28.95447491156263
13.76,Almost Clear Weather,0.85,9.651930896885393,2.3740517752745023e-10,-24.610389433804492,-28.953399333650232
13.78,Almost Clear Weather,0.85,5.374122492316702,7.359984513349005e-11,-24.609477846260408,-28.95232687787982
13.8,Almost Clear Weather,0.85,8.068921010060247,1.659176952577248e-10,-24.60856890121636,-28.951257530676855
13.82,Almost Clear Weather,0.85,3.43014613858907,2.998382432944639e-11,-24.607662586789072,-28.950191278545393
13.84,Almost Clear Weather,0.85,8.59756503715001,1.883704251133579e-10,-24.60675889201748,-28.94912810806749
13.86,Almost Clear Weather,0.85,3.4746719853491284,3.0767301252785284e-11,-24.605857805043406,-28.948068005902652
13.88,Almost Clear Weather,0.85,6.06077549788162,9.360912222146709e-11,-24.60495931504876,-28.947010958787285
13.9,Almost Clear Weather,0.85,1.2817049292590408,4.186372679021231e-12,-24.604063410507553,-28.945956953534115
13.92,Almost Clear Weather,0.85,2.936152844635531,2.1969445587023687e-11,-24.603170080495598,-28.944905977031677
13.94,Almost Clear Weather,0.85,8.225184237811494,1.724062666336749e-10,-24.60227931395372,-28.943858016243734
13.959999999999999,Almost Clear Weather,0.85,6.616219165853593,1.1155307452001552e-10,-24.601391099572265,-28.94281305820876
13.98,Almost Clear Weather,0.85,6.819272093768522,1.185053117853854e-10,-24.60050542663423,-28.941771090039413
14.0,Almost Clear Weather,0.85,2.2440096427004654,1.2832498315613424e-11,-24.599622284094593,-28.940732098921984
14.02,Almost Clear Weather,0.85,2.6799676648030517,1.8302941284095875e-11,-24.598741661314044,-28.939696072115865
14.04,Almost Clear Weather,0.85,5.919905825351013,8.930820781335308e-11,-24.597863547486025,-28.938662996953074
14.06,Almost Clear Weather,0.85,3.6976043537781647,3.4841966379611126e-11,-24.596987931741648,-28.937632860837684
14.08,Almost Clear Weather,0.85,6.089080566104061,9.44855116239618e-11,-24.59611480363886,-28.93660565124535
14.1,Almost Clear Weather,0.85,4.500993317481721,5.162719321458967e-11,-24.595244152408252,-28.93558135572279
14.12,Almost Clear Weather,0.85,8.794876198349124,1.97115710278718e-10,-24.59437596777171,-28.934559961887253
14.14,Almost Clear Weather,0.85,2.9040502898160847,2.1491664089144094e-11,-24.593510238830433,-28.933541457426077
14.16,Almost Clear Weather,0.85,1.884301540341875,9.048208188582717e-12,-24.592646955589412,-28.932525830096143
14.18,Almost Clear Weather,0.85,3.077038942331882,2.4128357754788347e-11,-24.59178610758542,-28.931513067723422
14.2,Almost Clear Weather,0.85,4.668399556244843,5.553896939857813e-11,-24.590927684519293,-28.930503158202452
14.22,Almost Clear Weather,0.85,8.223387402213085,1.7233094871467275e-10,-24.59007167621799,-28.929496089495892
14.24,Almost Clear Weather,0.85,5.497794971011881,7.702626824086356e-11,-24.58921807225438,-28.928491849634007
14.26,Almost Clear Weather,0.85,7.367522911996689,1.38326302598389e-10,-24.58836686282467,-28.92749042671423
14.28,Almost Clear Weather,0.85,1.8412929695586198,8.639877168118245e-12,-24.58751803757292,-28.92649180890068
14.3,Almost Clear Weather,0.85,8.966678983940163,2.0489200960148021e-10,-24.58667158693427,-28.925495984423662
14.32,Almost Clear Weather,0.85,3.079741351683612,2.4170757824383614e-11,-24.58582750036292,-28.924502941579266
14.34,Almost Clear Weather,0.85,5.258354297144759,7.046305484754594e-11,-24.584985768479424,-28.923512668728858
14.36,Almost Clear Weather,0.85,2.853865360919563,2.0755286792898252e-11,-24.584146381171486,-28.92252515429864
14.38,Almost Clear Weather,0.85,6.103729489299792,9.494067916977953e-11,-24.58330932884304,-28.921540386779224
14.4,Almost Clear Weather,0.85,1.203362775250047,3.690242652485707e-12,-24.5824746015195,-28.920558354725134
14.42,Almost Clear Weather,0.85,6.51727497087544,1.082415163949104e-10,-24.581642189833257,-28.919579046754414
14.44,Almost Clear Weather,0.85,9.107497633502447,2.113780623353718e-10,-24.580812083995603,-28.918602451548153
14.459999999999999,Almost Clear Weather,0.85,4.3188152346669915,4.7532540587886867e-11,-24.57998427421296,-28.917628557850072
14.48,Almost Clear Weather,0.85,8.454221045514743,1.8214152813546536e-10,-24.579158751450983,-28.916657354466075
14.5,Almost Clear Weather,0.85,5.408897138709433,7.455542039237807e-11,-24.57833550578762,-28.915688830263825
14.52,Almost Clear Weather,0.85,2.9812997720144336,2.265025376783533e-11,-24.57751452806573,-28.914722974172328
14.54,Almost Clear Weather,0.85,9.203984126754053,2.1588054230637446e-10,-24.576695809087763,-28.91375977518149
14.56,Almost Clear Weather,0.85,8.72026797539412,1.9378557258642387e-10,-24.575879339155186,-28.91279922234173
14.58,Almost Clear Weather,0.85,4.688979310411346,5.6029714727768246e-11,-24.575065109096627,-28.911841304763534
14.6,Almost Clear Weather,0.85,1.4392596219440486,5.2788589930349565e-12,-24.574253109878985,-28.910886011617055
14.62,Almost Clear Weather,0.85,3.2996728258417685,2.77462016800491e-11,-24.573443332335547,-28.909933332131722
14.64,Almost Clear Weather,0.85,2.570136486120508,1.68334894959448e-11,-24.572635767270732,-28.908983255595793
14.66,Almost Clear Weather,0.85,9.496757524853791,2.2983304844664467e-10,-24.571830405847965,-28.908035771356012
14.68,Almost Clear Weather,0.85,6.093064007004626,9.460917579932964e-11,-24.571027238575,-28.907090868817157
14.7,Almost Clear Weather,0.85,3.3688706207677095,2.8922141288551834e-11,-24.570226256850006,-28.906148537441673
14.72,Almost Clear Weather,0.85,3.388700241066572,2.9263622477787956e-11,-24.569427451761754,-28.905208766749272
14.74,Almost Clear Weather,0.85,1.138578026826503,3.3035993709922916e-12,-24.56863081437188,-28.904271546316554
14.76,Almost Clear Weather,0.85,1.9679076712710903,9.868956068672357e-12,-24.567836335918503,-28.903336865776605
14.78,Almost Clear Weather,0.85,1.7022405241918361,7.384203025422235e-12,-24.567044007602114,-28.902404714818633
14.8,Almost Clear Weather,0.85,3.0094310833923705,2.3079722514442468e-11,-24.566253820729056,-28.901475083187577
14.82,Almost Clear Weather,0.85,2.606080225800243,1.7307619554393712e-11,-24.56546576659588,-28.900547960683728
14.84,Almost Clear Weather,0.85,7.292699514487902,1.3553092962333982e-10,-24.564679836703213,-28.899623337162367
14.86,Almost Clear Weather,0.85,5.535733265966086,7.809299698508837e-11,-24.563896022219765,-28.898701202533395
14.88,Almost Clear Weather,0.85,6.088517361480426,9.446803370905793e-11,-24.563114314827107,-28.897781546760953
14.9,Almost Clear Weather,0.85,1.2743206941729017,4.138274072324253e-12,-24.56233470588712,-28.896864359863063
14.92,Almost Clear Weather,0.85,9.535775579450283,2.317254965745045e-10,-24.561557187321558,-28.895949631911286
14.94,Almost Clear Weather,0.85,5.820265849944364,8.632715385086603e-11,-24.560781750149154,-28.895037353030325
14.959999999999999,Almost Clear Weather,0.85,6.368347911494682,1.0335115663149869e-10,-24.560008386475904,-28.894127513397713
14.98,Almost Clear Weather,0.85,3.6333346875472925,3.364128595230576e-11,-24.5592370877855,-28.893220103243422
15.0,Almost Clear Weather,0.85,7.051512360150034,1.2671450206718862e-10,-24.55846784602982,-28.892315112849545
15.02,Almost Clear Weather,0.85,7.789964112465201,1.5464386384972052e-10,-24.557700652798886,-28.89141253254993
15.04,Almost Clear Weather,0.85,2.4060748175201545,1.4752989515609956e-11,-24.556935499832896,-28.89051235272983
15.06,Almost Clear Weather,0.85,1.7555234478282884,7.853713374779472e-12,-24.556172379258424,-28.889614563825585
15.08,Almost Clear Weather,0.85,8.83750349084606,1.9903111457210724e-10,-24.555411283044805,-28.88871915632427
15.1,Almost Clear Weather,0.85,1.3577614181852788,4.697953412591049e-12,-24.55465220265285,-28.887826120763364
15.12,Almost Clear Weather,0.85,9.498940434639353,2.299387187177297e-10,-24.553895130766275,-28.886935447730387
15.14,Almost Clear Weather,0.85,4.097345382880103,4.2782575599249676e-11,-24.5531400587196,-28.88604712786263
15.16,Almost Clear Weather,0.85,9.72067939643795,2.4079918773811276e-10,-24.552386979274424,-28.88516115184676
15.18,Almost Clear Weather,0.85,8.615109355697834,1.891399924669431e-10,-24.551635884016534,-28.88427751041855
15.2,Almost Clear Weather,0.85,5.758402016607753,8.450175739949177e-11,-24.550886765279966,-28.88339619436252
15.22,Almost Clear Weather,0.85,7.75282368891342,1.531727795910988e-10,-24.550139615465078,-28.882517194511628
15.24,Almost Clear Weather,0.85,2.722580193256046,1.8889616450661843e-11,-24.549394426500974,-28.88164050174696
15.26,Almost Clear Weather,0.85,1.428606548907819,5.201002369765276e-12,-24.548651190952217,-28.880766106997406
15.28,Almost Clear Weather,0.85,1.5895835293880454,6.439149177689283e-12,-24.54790990105891,-28.879894001239343
15.3,Almost Clear Weather,0.85,5.252341446301909,7.03020000472488e-11,-24.547170549231634,-28.87902417549633
15.32,Almost Clear Weather,0.85,3.3088262839274503,2.7900353909938555e-11,-24.5464331277367,-28.87815662083881
15.34,Almost Clear Weather,0.85,3.9169308491760852,3.909791401956454e-11,-24.54569762915945,-28.877291328383784
15.36,Almost Clear Weather,0.85,1.1890254388091135,3.6028324937081817e-12,-24.54496404590341,-28.876428289294527
15.38,Almost Clear Weather,0.85,8.886748855281658,2.0125542326279982e-10,-24.544232370734303,-28.875567494780277
15.4,Almost Clear Weather,0.85,4.701058922521134,5.631877082040111e-11,-24.543502595729414,-28.874708936095935
15.42,Almost Clear Weather,0.85,8.58879139674166,1.8798616489645626e-10,-24.542774714020293,-28.87385260454177
15.44,Almost Clear Weather,0.85,1.934191122477349,9.53367953858486e-12,-24.542048717751765,-28.872998491463132
